Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_New
12.35,0,0.026676216,3,57.0246,2,1,1,1737.738,18,1
12.15,1,0.029380407,9,114.715,1,2,3,1864.24,37,2
16.25,0,0.025715562,6,168.1474,0,2,1,1516.0266,35,1
12.15,1,0.065026434,11,253.704,2,1,1,5060.08,15,2
10.5,2,0.066315023,15,78.296,2,1,1,2157.192,20,1
12.8,2,0.023664054,10,226.0404,2,1,1,5400.9696,15,1
21.25,0,0.154627247,13,177.637,1,2,3,5469.547,37,1
4.61,0,0.205294827,7,172.8396,2,2,0,174.4396,24,0
7.0,0,0.152261999,3,105.728,2,1,1,1278.336,15,1
10.0,1,0.07083570185714286,8,120.644,2,1,1,1917.504,18,2
6.405,0,0.136275173,13,128.1678,2,1,1,1017.3424,18,1
9.3,0,0.174621343,13,104.2964,1,0,1,1998.7316,23,1
11.6,0,0.038597077,4,57.9272,2,1,1,615.1992,20,1
16.75,0,0.029799965,13,39.1822,2,1,1,314.2576,20,1
12.15,1,0.011314423,11,122.973,2,2,0,123.173,24,2
14.7,0,0.072410764,6,48.2034,1,0,1,1020.6714,23,1
20.0,2,0.028118435,6,46.7744,2,1,1,1222.4088,18,1
12.35,0,0.163350221,13,120.2124,2,0,0,474.0496,37,1
7.39,1,0.093307713,9,250.9066,2,1,1,1506.0396,15,2
20.75,2,0.105994654,2,150.5682,2,2,0,762.341,24,1
9.3,0,0.067055339,5,184.2292,1,2,2,1277.0044,13,1
10.195,0,0.107376743,13,147.6076,2,1,1,3547.3824,18,1
7.52,2,0.043810028,0,181.395,1,2,3,6042.135,37,1
7.68,0,0.118672537,6,192.2162,2,2,0,384.8324,24,1
10.195,0,0.126897925,3,110.6886,1,2,2,1223.0746,13,1
9.3,2,0.014076503,13,200.0084,1,2,2,2182.4924,13,1
8.895,2,0.088305478,13,123.473,2,1,1,1478.076,18,1
16.0,0,0.090153756,4,143.2154,2,1,1,1418.154,20,1
19.2,1,0.182501773,11,239.2196,0,2,1,5061.4116,35,2
20.75,0,0.108710162,13,161.7578,2,0,1,2888.2404,25,1
11.65,2,0.058446424,0,172.1422,1,2,3,5518.1504,37,1
13.5,1,0.054990009,8,35.2874,2,0,1,741.0354,25,2
12.65,2,0.15528831,6,241.7538,1,2,3,9133.4444,37,1
19.7,2,0.018021361,10,101.199,2,1,1,1857.582,18,1
6.095,1,0.0816559,11,143.3154,2,1,1,2836.308,15,2
8.21,0,0.010755465,7,150.8392,0,2,1,2982.784,35,0
17.7,0,0.050111641,13,165.9816,2,2,0,167.7816,24,1
18.1,1,0.048931174,9,127.3336,2,1,1,1150.5024,18,2
5.695,0,0.065960909,5,259.2646,2,1,1,9275.9256,15,1
20.25,0,0.036319195,4,219.3482,2,1,1,5038.1086,18,0
20.7,1,0.039055756,9,152.3366,1,2,3,2115.9124,37,2
19.35,2,0.049395242,6,80.3644,1,2,3,1885.5456,37,1
8.185,0,0.038789271,6,115.6808,1,0,1,703.0848,23,1
18.2,0,0.012659235,13,140.718,1,2,2,2656.542,13,1
19.25,1,0.108010006,9,33.3558,2,1,1,713.0718,18,2
14.5,0,0.061934991,4,154.4998,0,2,1,1691.7978,35,0
9.5,2,0.104421237,3,80.196,0,2,1,2157.192,35,1
19.85,0,0.053980686,12,196.8768,0,2,1,2561.9984,35,1
8.655,2,0.088121336,13,119.7756,0,2,1,2059.9852,35,1
10.195,0,0.126359196,3,109.2886,2,1,1,1334.2632,18,1
17.75,0,0.034584356,4,248.375,1,2,3,10236.675,37,1
14.0,2,0.031267496,3,51.464,2,0,1,692.432,25,1
8.39,2,0.024304264,5,114.0176,1,2,2,1488.7288,13,1
11.65,0,0.040144377,13,228.9694,2,1,1,6622.7126,15,1
14.5,2,0.063851475,1,260.4594,2,1,1,3139.9128,18,1
7.825,0,0.079243005,10,65.8826,1,2,3,1614.565,37,1
18.2,0,0.161355122,6,38.319,0,2,1,585.904,35,1
15.7,2,0.02748331,3,169.379,1,2,3,5602.707,37,1
10.85,1,0.028738058,9,117.1808,2,1,1,703.0848,20,2
17.25,0,0.073135768,3,77.2986,1,2,2,1012.6818,13,1
13.65,2,0.081096613,5,261.2936,2,1,1,3131.9232,15,1
12.15,0,0.063430788,10,65.4826,2,2,0,258.3304,24,1
13.1,0,0.037549969,6,176.1054,0,2,1,4027.4242,35,1
13.6,1,0.016726506,9,176.037,2,2,0,352.874,24,2
20.1,2,0.054565932,5,152.2366,2,1,1,2418.1856,20,1
16.35,1,0.029445361,9,257.6646,2,0,1,2061.3168,25,2
7.275,0,0.048932713,13,144.476,2,0,0,146.476,37,1
6.235,1,0.118651919,9,263.991,2,1,1,4207.856,18,2
8.42,1,0.112728355,8,65.8168,1,2,2,830.9184,13,2
10.0,1,0.156094569,8,144.3102,2,0,0,145.8102,37,2
9.5,2,0.104933928,3,78.796,1,2,2,1198.44,13,1
12.5,2,0.12341737,3,86.0198,2,2,0,87.2198,24,1
12.6,2,0.062700289,5,102.199,2,0,1,1960.781,25,1
16.85,0,0.139417654,13,147.476,2,0,1,2929.52,25,1
19.7,2,0.01612717,3,189.3556,1,2,3,2253.0672,37,1
6.635,2,0.077145553,5,39.8506,2,2,0,75.9012,24,1
20.2,2,0.039215075,2,157.663,0,2,1,2190.482,35,1
14.1,0,0.089859642,3,140.2496,2,1,1,1693.7952,20,1
15.15,2,0.066121873,5,145.676,0,2,1,3661.9,35,1
13.65,2,0.026643448,10,37.9532,1,0,1,862.8768,23,1
20.2,1,0.073879939,9,94.0462,1,2,3,1850.924,37,2
15.85,0,0.08139146,1,177.837,1,2,3,6351.732,37,1
8.89,0,0.005448005,5,102.1016,1,2,3,3542.056,37,1
12.15,1,0.028714747,9,151.9708,1,2,2,3611.2992,13,2
4.61,0,0.122058364,7,172.8396,1,2,3,7152.0236,37,0
13.5,2,0.125528734,13,262.191,2,1,1,6048.793,20,1
17.5,2,0.007555176,4,145.9102,2,1,1,2187.153,20,1
5.0,0,0.077046505,14,189.453,2,0,0,759.012,37,0
7.85,0,0.162980276,7,145.2444,2,0,1,1451.444,25,0
9.695,0,0.029632784,13,159.692,2,1,1,958.752,20,1
17.5,0,0.013634468,5,256.4304,2,1,1,1808.3128,18,1
9.195,2,0.064376263,5,83.1566,2,1,1,1099.2358,15,1
12.1,0,0.147663025,6,106.028,1,2,3,1810.976,37,1
21.1,1,0.029003459,9,143.4786,2,1,1,2311.6576,18,2
10.195,0,0.107834541,13,146.5076,1,2,2,1330.2684,13,1
17.85,0,0.146399663,1,93.8436,2,1,1,1418.154,18,1
15.6,2,0.04575559,13,167.1132,2,1,1,2874.9244,18,1
16.1,2,0.063278652,4,182.1318,0,2,1,2345.6134,35,1
13.3,0,0.063664998,5,151.6708,1,0,1,3912.2408,23,1
12.85,0,0.122221269,13,45.9428,1,2,2,1274.3412,13,1
11.5,0,0.014944614,15,171.808,2,1,1,5712.564,15,1
16.25,0,0.025732114,6,166.4474,2,1,1,5390.3168,18,1
14.65,0,0.171281641,7,54.0614,2,1,1,1160.4894,15,0
13.15,1,0.024646608,9,177.4686,2,1,1,5510.8266,18,2
8.895,0,0.09994878300000001,4,42.0138,1,2,2,568.5932,13,0
15.7,0,0.075661985,5,181.366,2,2,0,179.766,24,1
16.75,1,0.126765903,8,35.7532,2,2,0,143.8128,24,2
10.3,2,0.030563449,6,114.4176,2,1,1,2633.9048,18,1
8.05,2,0.078522357,6,257.1646,1,0,1,6183.9504,23,1
18.6,0,0.039294854,5,246.6802,2,0,1,2702.4822,25,1
20.75,0,0.089260667,2,193.4478,2,0,1,4843.695,25,1
13.5,1,0.05510153,8,37.0874,2,1,1,952.7598,20,2
8.18,1,0.013127548,9,142.0154,2,1,1,1985.4156,18,2
17.25,0,0.042233642,4,173.3764,2,1,1,2061.3168,18,0
20.0,1,0.081492092,11,35.519,2,1,1,1025.332,20,2
16.5,2,0.07052584775,0,96.2068,2,0,1,3013.4108,25,1
9.8,2,0.14061104,0,49.8008,2,0,1,809.6128,25,1
17.25,0,0.072952298,3,76.0986,1,0,1,623.1888,23,1
15.85,0,0.069087481,1,218.7166,2,1,1,1088.583,18,1
14.6,2,0.075215349,6,108.4254,2,0,0,217.0508,37,1
18.0,1,0.047645037,9,172.6422,2,1,1,2931.5174,15,2
7.435,0,0.122242847,15,207.5638,1,2,3,4555.4036,37,1
16.0,0,0.076975118,6,46.2086,1,0,1,490.6946,23,1
4.59,0,0.070890602,14,111.686,1,0,1,1584.604,23,0
11.85,0,0.132560174,4,97.2726,0,2,1,782.9808,35,0
13.0,2,0.044767032,14,173.7054,1,2,3,5778.4782,37,0
17.6,0,0.007962273,4,174.0422,1,2,3,5173.266,37,1
18.2,1,0.058799705,9,220.7456,2,1,1,4420.912,15,2
7.825,1,0.186445212,9,255.5698,2,1,1,1522.0188,20,2
13.85,2,0.098606543,2,232.73,2,0,0,932.12,37,1
8.895,1,0.125222705,9,113.3544,1,2,2,1006.6896,13,2
18.5,2,0.062609071,5,148.6418,2,1,1,1765.7016,15,1
14.85,2,0.009930514,13,157.463,0,2,1,2503.408,35,1
20.2,1,0.099428487,9,187.8898,1,2,3,7296.5022,37,2
7.51,0,0.103793399,13,110.1544,2,1,1,2684.5056,18,1
15.6,0,0.14388854933333334,6,111.9518,1,0,1,2163.1842,23,1
8.02,0,0.111419588,13,154.3998,2,1,1,3383.5956,18,1
11.0,0,0.106051405,1,124.4046,2,1,1,2241.0828,20,1
5.785,2,0.04016342,13,181.166,1,2,3,3415.554,37,1
17.5,0,0.026925385,5,264.391,2,1,1,5259.82,20,1
7.235,0,0.099962524,13,193.8452,2,0,1,1957.452,25,1
14.15,0,0.020614212,6,126.4046,1,2,3,5353.6978,37,1
17.7,1,0.050692386,9,125.6678,1,2,3,4832.3764,37,2
18.0,0,0.008589133,0,81.0618,2,1,1,1450.1124,15,1
16.1,0,0.023673342,14,189.0846,1,2,2,5350.3688,13,0
7.475,1,0.075881475,9,155.2656,2,1,1,2934.8464,20,2
16.5,1,0.061330521,9,178.7318,2,2,0,360.8636,24,2
11.35,0,0.030869612,13,49.8008,2,1,1,708.4112,20,1
16.1,2,0.024944396,6,95.441,2,1,1,2220.443,18,1
18.7,0,0.057654132,4,83.1566,2,1,1,1606.5754,20,1
8.645,1,0.143713508,8,96.641,2,1,1,868.869,20,2
17.1,0,0.032812669,5,147.1392,2,1,1,2237.088,15,1
9.8,2,0.045266806,0,36.9874,2,0,1,705.748,25,1
16.1,0,0.099747488,6,75.2328,1,2,3,1544.656,37,1
7.475,0,0.11916012839999998,6,242.9854,1,2,3,6767.1912,37,1
15.25,0,0.089742065,5,213.7192,0,2,1,1078.596,35,1
10.5,1,0.011351778,9,236.5248,2,1,1,4029.4216,15,2
5.82,1,0.081096613,9,170.379,2,1,1,1018.674,15,2
10.0,0,0.025827199,3,263.2226,2,0,1,3700.5164,25,1
5.5,1,0.0377623822,11,103.1016,2,1,1,2024.032,20,2
18.35,1,0.148938624,9,191.9504,2,2,0,767.0016,24,2
19.0,1,0.017006156999999997,8,211.0244,2,2,0,1482.0708,24,2
6.71,2,0.029535852,0,67.5142,0,2,1,593.2278,35,1
10.3,2,0.011143599,13,88.254,1,0,1,1125.202,23,1
18.35,1,0.014045832,9,222.7746,1,0,1,1570.6222,23,2
13.8,2,0.014730322,3,90.9172,2,1,1,2141.2128,18,1
10.5,2,0.026520107,0,144.8128,2,1,1,2157.192,15,1
20.75,2,0.083736551,5,178.7318,1,0,1,3428.2042,23,1
6.825,1,0.059557164,8,263.7226,1,2,3,6872.3876,37,2
9.895,2,0.028837829,3,117.8492,1,2,2,1506.0396,13,1
19.7,0,0.113669629,3,89.0198,2,0,0,174.4396,37,1
6.365,0,0.012865901,5,59.3536,2,0,0,122.5072,37,1
20.0,2,0.182236555,3,107.1622,2,0,0,211.7244,37,1
11.1,0,0.176069023,0,156.7604,0,2,1,1901.5248,35,1
10.1,2,0.053574075,6,223.7088,2,1,1,2684.5056,18,1
17.2,2,0.044063785,3,147.2418,2,0,0,294.2836,37,1
14.0,2,0.105573769,5,143.9812,1,2,2,1139.8496,13,1
11.35,0,0.030657949,13,50.5008,1,2,3,1012.016,37,1
9.395,2,0.172042892,6,139.9838,2,1,1,1966.7732,15,1
20.2,0,0.064052392,13,256.1646,1,2,3,7472.2734,37,1
19.25,2,0.034531702,3,142.2496,1,2,3,2399.5432,37,1
6.13,1,0.028365524,9,110.0912,1,0,1,1637.868,23,2
8.5,0,0.097866209,3,51.1324,2,1,1,1350.2424,18,1
11.800000000000002,2,0.01401884,5,178.1344,1,2,3,3747.1224,37,1
9.1,1,0.02772438375,9,114.4518,2,0,1,1593.9252,25,2
15.25,0,0.044539371,13,85.3198,2,2,0,261.6594,24,1
13.5,0,0.017938445833333334,6,179.9976,0,2,1,4889.6352,35,1
10.8,0,0.05207968833333334,7,72.338,1,0,1,805.618,23,0
15.2,0,0.050168354,14,95.3752,2,1,1,1438.128,18,0
19.35,2,0.040154087,14,164.6868,2,1,1,1146.5076,15,0
12.3,0,0.009364957,0,74.238,1,2,3,1171.808,37,1
11.5,2,0.037539164,13,106.9254,0,2,1,3038.7112,35,1
9.8,0,0.026992588,10,127.302,2,1,1,2277.036,15,1
7.475,1,0.076156245,9,156.4656,2,1,1,2008.0528,15,2
9.8,0,0.026192765,13,215.685,1,2,2,649.155,13,1
10.3,2,0.058542509,6,188.353,1,2,3,4364.319,37,1
14.75,0,0.089686322,13,115.3518,1,2,2,1821.6288,13,1
5.5,1,0.047364617,11,100.0016,2,1,1,708.4112,15,2
17.2,0,0.156269303,10,159.6578,2,1,1,3048.6982,18,1
19.2,0,0.035185588,13,181.3318,2,0,1,1443.4544,25,1
6.035,0,0.247321039,13,152.3998,2,0,0,153.7998,37,1
14.85,2,0.009979271,13,155.763,1,2,2,3129.26,13,1
7.565,1,0.054863459,8,58.393,1,2,2,509.337,13,2
18.25,0,0.075620262,13,123.8046,2,1,1,3486.1288,15,1
9.6,2,0.02236923,1,104.799,1,2,2,1341.587,13,1
7.855,2,0.073906461,4,218.4482,2,1,1,4819.0604,18,1
10.1,0,0.032283676,3,52.2008,2,1,1,759.012,15,1
10.395,0,0.11207602,13,58.022,2,1,1,659.142,18,1
16.25,0,0.087668236,4,94.941,2,1,1,1737.738,15,1
17.6,0,0.049067877,13,115.6176,2,0,1,2519.3872,25,1
15.5,2,0.026355345,6,100.8332,2,1,1,1537.998,20,1
7.59,2,0.145631695,6,172.808,1,2,2,2250.404,13,1
17.7,0,0.029793955,13,167.2816,1,2,3,5704.5744,37,1
11.1,1,0.033160417,9,119.6124,1,0,1,2251.7356,23,2
10.895000000000001,0,0.035574413,6,131.4284,1,2,3,5404.9644,37,1
16.1,2,0.047801883,5,127.4362,2,0,1,2265.0516,25,1
5.155,0,0.083198341,5,246.0776,2,0,1,990.7104,25,1
11.65,0,0.059281315,12,111.586,2,0,0,339.558,37,1
17.5,0,0.171417316,14,173.0738,2,0,0,347.5476,37,0
6.365,0,0.007348286,5,62.8536,2,0,1,796.2968,25,1
11.65,0,0.1097626245,0,152.6024,2,1,1,303.6048,18,1
18.25,2,0.170795745,4,154.463,2,1,1,2190.482,18,1
11.8,2,0.025966531,10,102.2674,1,0,1,2444.8176,23,1
18.2,0,0.161489509,6,37.619,2,0,1,366.19,25,1
13.65,2,0.025899245,13,81.1302,0,2,1,792.302,35,1
8.365,2,0.039906377,6,191.3188,1,0,1,1713.7692,23,1
17.6,0,0.072864869,14,165.2526,2,0,0,822.263,37,0
20.7,2,0.079419755,0,99.8042,1,0,1,1488.063,23,1
17.75,1,0.03050705,11,180.366,2,0,1,2336.958,25,2
18.0,0,0.073490977,3,157.3972,1,2,2,778.986,13,1
9.695,0,0.070843019,7,177.7344,2,1,1,1605.9096,15,0
6.42,0,0.053688479,4,178.3002,1,2,2,2328.3026,13,1
10.6,0,0.056911107,4,233.9642,2,1,1,3717.8272,20,0
5.03,1,0.014472516,9,122.0756,2,2,0,121.1756,24,2
7.825,2,0.150319469,5,156.9288,2,1,1,1571.288,20,1
8.63,2,0.032750291,13,112.1518,1,2,3,5351.0346,37,1
17.7,2,0.016622448,6,50.2034,1,0,1,1166.4816,23,1
8.235,1,0.014482153,8,182.295,1,0,1,3661.9,23,2
11.6,0,0.031956177,14,141.6154,2,1,1,3829.0158,20,0
17.2,2,0.025205909,3,149.1418,1,0,1,1177.1344,23,1
11.0,1,0.037971697,8,38.948,2,1,1,519.324,20,2
19.6,0,0.039544237,13,163.6526,0,2,1,1151.1682,35,1
8.02,0,0.111613921,13,152.6998,1,0,1,3383.5956,23,1
5.365,2,0.140524691,12,172.7764,2,1,1,2233.0932,20,1
11.35,2,0.045073782,13,101.9016,2,1,1,2631.2416,20,1
19.7,0,0.043168763,14,82.8592,2,0,0,165.1184,37,0
16.35,0,0.020547951,6,51.2324,2,0,1,571.2564,25,1
17.25,1,0.113694957,9,253.4724,1,0,1,6040.1376,23,2
13.8,0,0.097043739,4,57.493,2,1,1,1358.232,18,0
8.485,1,0.058121214,8,104.499,2,1,1,1238.388,18,2
11.8,2,0.07665661,13,32.3558,0,2,1,169.779,35,1
15.35,1,0.035204319,9,122.873,1,0,1,2832.979,23,2
10.0,1,0.089333332,8,145.6102,2,1,1,2624.5836,20,2
19.2,2,0.07806135114285714,3,153.3314,2,1,1,3257.7594,15,1
18.6,1,0.080956792,8,95.2436,2,1,1,1796.3284,15,2
18.5,1,0.03391645,11,130.9284,0,2,1,1713.7692,35,2
20.25,2,0.102704495,3,94.312,2,1,1,2982.784,18,1
12.35,1,0.163910938,9,119.2124,2,1,1,1303.6364,18,2
14.5,2,0.058827383,6,172.2448,2,0,1,2897.5616,25,1
14.8,0,0.044840933,14,78.367,0,2,1,918.804,35,0
14.0,2,0.029843736,4,143.9786,1,2,2,866.8716,13,1
10.8,0,0.061446997,14,150.4024,2,1,1,2884.2456,15,0
14.65,1,0.011180713,11,53.8614,0,2,1,221.0456,35,2
18.0,0,0.038822077,13,147.7418,1,2,3,1618.5598,37,1
6.65,0,0.053397989,3,149.3734,2,1,1,296.9468,20,1
6.59,1,0.043828293,9,121.4098,2,2,0,241.0196,24,2
9.195,2,0.214139786,6,102.4016,2,0,0,202.4032,37,1
9.395,2,0.109075742,14,42.9112,2,1,1,426.112,18,0
19.75,0,0.012448294,6,188.2872,2,0,1,2647.2208,25,1
7.56,0,0.064030636,5,154.463,1,2,2,2503.408,13,1
20.25,1,0.14781046,9,234.8616,0,2,1,2812.3392,35,2
20.6,1,0.071136948,9,76.3696,2,1,1,372.848,20,2
6.575,2,0.07566089,1,145.4444,2,1,1,2612.5992,20,1
19.7,2,0.16102755,3,254.1014,2,1,1,4845.0266,20,1
13.5,2,0.029893094,13,81.096,2,2,0,159.792,24,1
6.28,0,0.027761289,14,85.8198,2,1,1,872.198,20,0
18.25,0,0.012272797,6,160.2894,2,1,1,3235.788,18,1
9.3,0,0.174317307,13,106.7964,2,1,1,841.5712,18,1
16.6,0,0.135707553,7,170.6422,2,1,1,1379.5376,18,0
16.35,0,0.068219025,6,198.9426,2,1,1,3559.3668,20,1
10.0,1,0.021468792,9,251.675,2,1,1,4244.475,20,2
8.05,2,0.163882129,4,113.2518,1,2,3,3415.554,37,1
7.535,0,0.082250143,14,118.344,2,1,1,3115.944,15,0
4.92,0,0.046026479,0,196.5084,1,0,1,3769.7596,23,1
6.385,0,0.078456952,7,108.9596,2,0,1,1186.4556,25,0
18.5,0,0.052149675,13,118.3124,1,0,1,1540.6612,23,1
11.6,0,0.040911824,14,142.3154,0,2,1,2552.6772,35,0
17.35,0,0.056235142,0,102.0016,2,1,1,1619.2256,15,1
16.7,2,0.062170334,13,60.9562,2,1,1,829.5868,20,1
10.895,2,0.032427039,5,147.7102,0,2,1,1166.4816,35,1
18.35,0,0.099309997,6,91.4462,2,1,1,1665.8316,20,1
18.75,0,0.05310896,13,193.6504,2,1,1,2876.256,15,1
9.3,1,0.044843161,9,246.1802,1,2,2,2702.4822,13,2
13.5,0,0.164966345,14,189.4872,2,0,0,189.0872,37,0
8.26,2,0.032435437,14,124.873,2,1,1,2956.152,18,0
12.8,0,0.06961884,15,260.3252,2,0,1,8132.0812,25,1
16.75,0,0.08165147,6,258.3988,1,2,2,1541.9928,13,1
14.0,1,0.028723187,8,131.831,1,2,3,3635.268,37,2
10.895,1,0.020994339,8,255.6672,2,1,1,4346.3424,20,2
16.85,2,0.026561057,3,93.712,1,0,1,466.06,23,1
20.0,2,0.100262068,0,169.6132,2,2,0,169.1132,24,1
16.0,0,0.057012606,4,225.0404,0,2,1,5851.0504,35,1
16.0,0,0.041009558,13,141.2496,1,0,1,2681.8424,23,1
8.93,0,0.028578012,4,152.234,2,1,1,3828.35,15,0
9.6,2,0.01911724485714286,1,101.699,1,0,1,2373.577,23,1
19.1,0,0.045088724,4,39.7138,1,2,3,1096.5726,37,0
12.5,1,0.018757586,8,96.9384,1,2,3,2167.8448,37,2
9.8,2,0.056500895,1,85.8908,2,1,1,1845.5976,20,1
9.6,1,0.024576875,8,186.6214,1,2,2,1884.214,13,2
10.195,0,0.188038372,13,146.4076,2,0,0,147.8076,37,1
7.945,0,0.015908485,13,161.421,2,1,1,3425.541,20,1
7.475,1,0.075845634,9,156.0656,1,0,1,1853.5872,23,2
14.85,0,0.098803088,6,169.7474,1,2,2,673.7896,13,1
16.6,0,0.227189581,7,173.9422,2,2,0,172.4422,24,0
10.5,0,0.041459804,6,39.2164,1,0,1,540.6296,23,1
8.63,2,0.032882271,13,113.5518,0,2,1,2732.4432,35,1
21.0,0,0.049583899,13,193.8478,2,1,1,1162.4868,15,1
15.5,2,0.02536567,0,82.7934,2,1,1,1228.401,18,1
14.7,0,0.07229836,6,48.2034,2,0,1,874.8612,25,1
13.15,0,0.022924552,6,157.892,2,1,1,1917.504,15,1
17.7,2,0.040897932,6,82.6276,0,2,1,731.0484,35,1
13.65,2,0.127660257,5,198.5426,2,0,0,790.9704,37,1
9.21,0,0.008764786,6,123.1414,2,0,1,4264.449,25,1
12.1,0,0.011604894,4,166.0526,2,1,1,1480.0734,15,0
9.31,0,0.038169783,5,64.551,2,1,1,1581.275,15,1
14.85,0,0.018568129,3,188.2214,2,1,1,3014.7424,18,1
16.35,2,0.062109174,6,223.7062,1,2,3,4965.5364,37,1
6.92,0,0.038671588,4,64.2852,2,1,1,438.0964,15,1
13.65,1,0.077169841,8,55.593,0,2,1,282.965,35,2
16.0,0,0.041028937,13,142.6496,2,1,1,1834.9448,20,1
16.35,1,0.013387211,11,105.628,1,0,1,1065.28,23,2
17.85,1,0.017936715,8,93.7094,1,2,3,4189.2136,37,2
4.88,2,0.223440258,0,52.2298,2,2,0,161.7894,24,1
6.965,1,0.020980975,9,159.6604,2,1,1,3327.6684,20,2
16.0,0,0.060942632,15,225.6404,1,0,1,2925.5252,23,1
18.85,0,0.042641788,3,257.833,2,1,1,5382.993,18,1
20.7,0,0.021427082,0,156.5288,2,1,1,1571.288,18,1
9.3,0,0.042930789,6,88.5172,0,2,1,1427.4752,35,1
9.695,2,0.047697859,5,244.6144,2,1,1,2695.1584,15,1
17.25,0,0.10764721,5,39.3822,2,1,1,314.2576,15,1
19.6,0,0.039577173,13,166.1526,2,0,1,2960.1468,25,1
14.3,0,0.130415118,0,75.9328,2,0,1,1158.492,25,1
12.6,1,0.082921642,9,175.2054,2,1,1,3502.108,20,2
13.1,0,0.075515154,4,167.2158,0,2,1,3008.0844,35,1
9.8,0,0.046994717,10,125.802,2,0,0,253.004,37,1
17.85,2,0.04679836,6,123.8388,1,2,2,866.8716,13,1
8.905,0,0.143129124,5,58.8878,2,0,1,1151.1682,25,1
18.5,1,0.034013539,11,133.2284,2,1,1,2768.3964,20,2
20.25,2,0.022921735,0,240.7538,0,2,1,3364.9532,35,1
10.3,2,0.030616757,6,112.7176,1,0,1,343.5528,23,1
17.85,0,0.06575528,5,151.505,0,2,1,2546.685,35,1
7.21,2,0.144856342,13,100.5332,1,0,1,1127.8652,23,1
16.1,2,0.267352587,5,34.9558,2,2,0,67.9116,24,1
11.65,0,0.130867413,0,150.8024,1,2,3,4402.2696,37,1
19.2,0,0.123449671,3,89.7488,1,2,3,1901.5248,37,1
17.35,0,0.014689006,5,74.5038,2,1,1,739.038,18,1
10.0,2,0.037918142,13,129.6994,1,2,2,1413.4934,13,1
18.6,0,0.047964395,13,185.0898,1,0,1,2993.4368,23,1
16.75,0,0.105018817,13,155.263,1,0,1,1721.093,23,1
17.75,0,0.014577412,6,160.7262,2,1,1,2864.2716,18,1
9.0,0,0.143870574,13,169.4816,2,2,0,503.3448,24,1
6.42,0,0.053553794,4,178.6002,1,0,1,3582.004,23,1
16.75,1,0.075889215,8,37.6532,2,1,1,575.2512,20,2
7.39,1,0.120280989,11,142.747,2,0,1,3149.234,25,2
19.2,1,0.182653772,11,243.0196,2,0,1,3374.2744,25,2
17.85,0,0.25637539,1,94.8436,2,0,0,567.2616,37,1
5.46,2,0.107036943,6,144.2786,2,1,1,288.9572,18,1
17.5,0,0.01323474425,5,258.3304,0,2,1,3358.2952,35,1
12.3,2,0.106238768,6,176.1396,0,2,1,3663.2316,35,1
17.0,0,0.055545797,4,220.5114,2,1,1,5321.0736,20,1
14.8,1,0.019386057,8,194.5794,1,2,3,3511.4292,37,2
19.7,0,0.064921764,3,88.1198,2,0,1,1744.396,25,1
19.6,1,0.094694278,9,254.9698,2,1,1,2536.698,15,2
14.5,1,0.019554705,11,162.421,1,2,2,1957.452,13,2
19.35,0,0.033060937,10,172.4738,0,2,1,1911.5118,35,1
9.195,2,0.078181964,10,106.7596,1,0,1,4098.6648,23,1
16.25,0,0.05205881716666667,3,90.2804,1,2,2,1653.8472,13,1
20.7,2,0.100583009,6,123.5388,1,2,2,1981.4208,13,1
20.0,1,0.136124989,11,38.319,2,2,0,146.476,24,2
19.35,2,0.021353642,6,122.1098,1,2,3,3374.2744,37,1
11.8,0,0.115167579,14,199.8084,2,0,1,2380.9008,25,0
11.8,0,0.113559058,14,184.2924,2,1,1,1850.924,20,0
19.1,0,0.038641968,6,212.1586,2,1,1,5909.6408,20,1
15.5,2,0.157246634,13,145.6418,2,1,1,2207.127,20,1
9.5,2,0.010917052,13,185.3608,2,0,1,2021.3688,25,1
12.85,0,0.033172957,13,172.0422,2,1,1,5345.7082,18,1
11.65,2,0.058719726,0,171.1422,2,1,1,2931.5174,18,1
15.6,0,0.077347713,0,111.8544,1,2,2,1454.1072,13,1
18.85,0,0.141524348,3,168.4132,0,2,1,2874.9244,35,1
6.865,2,0.035895934,5,244.4486,1,0,1,6353.0636,23,1
11.65,0,0.039980644,13,227.3694,1,0,1,4567.388,23,1
5.614999999999999,1,0.089295767375,8,123.473,2,0,0,369.519,37,2
20.5,0,0.01547047175,6,90.883,2,2,0,89.883,24,1
20.35,0,0.054056927,13,116.8466,2,0,1,2356.932,25,1
10.895,2,0.009636821,4,121.873,1,0,1,2463.46,23,1
7.3,0,0.086266286,5,147.2076,1,0,1,1921.4988,23,1
11.1,1,0.033081389,9,116.5124,0,2,1,1066.6116,35,2
7.06,2,0.043989429,15,60.2904,2,1,1,644.4944,20,1
9.8,0,0.047178116,0,99.4016,2,1,1,2428.8384,18,1
9.5,0,0.074496043,13,251.9724,2,1,1,2516.724,20,1
17.6,2,0.039189221,13,97.341,0,2,1,965.41,35,1
11.8,0,0.115819014,14,198.3084,2,1,1,4563.3932,15,0
9.695,2,0.129008866,0,226.9404,2,1,1,2700.4848,15,1
16.5,2,0.160371305,13,143.9128,1,2,2,1581.9408,13,1
6.78,2,0.085392428,6,226.7694,1,2,3,6165.9738,37,1
